shipment_id,quote_date,lane_id,carrier_name,nmfc_class,weight_lbs,weight_break_tier,base_cwt_rate,accessorials,accessorial_total,fuel_surcharge,quoted_rate_total
S01015,2025-11-03,JFK-BOS,Palmetto Freight Systems,55.0,5545,5M,11.99,limited_access,85,146.22,895.83
S00975,2025-11-05,JFK-BOS,Piedmont Freight Line,50.0,4620,2M,16.7,none,0,169.78,941.52
S00996,2025-11-18,JFK-BOS,BlueRidge LTL,92.5,4171,2M,32.4,none,0,297.27,1648.49
S00993,2025-11-27,JFK-BOS,BlueRidge LTL,100.0,3330,2M,33.09,liftgate,95,242.41,1439.27
S01010,2025-12-08,JFK-BOS,BlueRidge LTL,65.0,7198,5M,19.97,residential,110,316.18,1863.34
S01022,2025-12-13,JFK-BOS,Palmetto Freight Systems,92.5,1990,1M,31.53,none,0,138.03,765.44
S01019,2025-12-24,JFK-BOS,Palmetto Freight Systems,100.0,1007,1M,34.43,none,0,76.28,423.02
S00831,2025-01-01,LAX-PHX,Crossroads Freight Co,50.0,2640,2M,12.28,residential,110,71.3,505.4
S00752,2025-01-08,LAX-PHX,Piedmont Freight Line,110.0,1814,1M,26.88,none,0,107.27,594.87
S00823,2025-01-10,LAX-PHX,Palmetto Freight Systems,50.0,4889,2M,12.53,none,0,134.8,747.51
S00824,2025-01-14,LAX-PHX,Palmetto Freight Systems,250.0,4265,2M,35.24,none,0,330.64,1833.57
S00781,2025-01-21,LAX-PHX,Cardinal Motor Freight,65.0,2514,2M,16.02,none,0,88.61,491.37
S00841,2025-01-26,LAX-PHX,Crossroads Freight Co,125.0,2863,2M,27.95,none,0,176.02,976.1
S00773,2025-01-30,LAX-PHX,Piedmont Freight Line,85.0,2917,2M,18.28,none,0,117.34,650.71
S00801,2025-01-30,LAX-PHX,Cardinal Motor Freight,175.0,4680,2M,34.98,none,0,360.16,1997.23
S00762,2025-02-02,LAX-PHX,Piedmont Freight Line,70.0,3721,2M,18.11,none,0,148.29,822.34
S00852,2025-02-02,LAX-PHX,Crossroads Freight Co,100.0,1971,1M,27.67,none,0,119.97,665.27
S00784,2025-02-03,LAX-PHX,Cardinal Motor Freight,150.0,2042,2M,30.69,liftgate,95,137.88,859.61
S00777,2025-02-10,LAX-PHX,Piedmont Freight Line,70.0,1725,1M,19.66,none,0,74.6,413.67
S00792,2025-02-12,LAX-PHX,Cardinal Motor Freight,65.0,867,M5C,21.34,none,0,40.7,225.69
S00836,2025-02-12,LAX-PHX,Crossroads Freight Co,200.0,2518,2M,40.72,none,0,225.58,1250.92
S00796,2025-02-21,LAX-PHX,Cardinal Motor Freight,92.5,6460,5M,19.2,residential,110,272.83,1622.94
S00855,2025-02-22,LAX-PHX,Crossroads Freight Co,100.0,3420,2M,24.94,none,0,187.61,1040.41
S00832,2025-02-26,LAX-PHX,Crossroads Freight Co,65.0,7648,5M,14.11,none,0,237.34,1316.15
S00760,2025-02-27,LAX-PHX,Piedmont Freight Line,100.0,1322,1M,26.82,none,0,78.01,432.61
S00793,2025-02-27,LAX-PHX,Cardinal Motor Freight,65.0,4466,2M,18.64,none,0,183.12,1015.48
S00822,2025-03-01,LAX-PHX,Palmetto Freight Systems,60.0,7767,5M,14.93,liftgate,95,255.13,1509.8
S00833,2025-03-03,LAX-PHX,Crossroads Freight Co,65.0,6577,5M,14.65,none,0,211.98,1175.53
S00857,2025-03-06,LAX-PHX,Crossroads Freight Co,150.0,6018,5M,27.07,none,0,358.39,1987.42
S00770,2025-03-09,LAX-PHX,Piedmont Freight Line,92.5,793,M5C,27.21,none,0,47.47,263.26
S00800,2025-03-12,LAX-PHX,Cardinal Motor Freight,50.0,7125,5M,12.61,none,0,197.63,1095.96
S00795,2025-03-13,LAX-PHX,Cardinal Motor Freight,125.0,2897,2M,32.38,none,0,206.37,1144.44
S00811,2025-03-16,LAX-PHX,BlueRidge LTL,150.0,2331,2M,30.06,none,0,154.15,854.85
S00759,2025-03-18,LAX-PHX,Piedmont Freight Line,70.0,7633,5M,14.1,none,0,236.7,1312.59
S00828,2025-03-22,LAX-PHX,Palmetto Freight Systems,77.5,2971,2M,16.96,none,0,110.83,614.61
S00854,2025-03-23,LAX-PHX,Crossroads Freight Co,77.5,2798,2M,17.98,liftgate,95,110.65,708.61
S00844,2025-04-02,LAX-PHX,Crossroads Freight Co,250.0,6940,5M,35.35,none,0,539.68,2992.78
S00847,2025-04-06,LAX-PHX,Crossroads Freight Co,70.0,476,L5C,28.58,limited_access,85,29.92,250.94
S00774,2025-04-09,LAX-PHX,Piedmont Freight Line,92.5,7558,5M,17.8,none,0,295.94,1641.14
S00776,2025-04-14,LAX-PHX,Piedmont Freight Line,125.0,6447,5M,21.89,none,0,310.41,1721.35
S00803,2025-04-15,LAX-PHX,Cardinal Motor Freight,200.0,4374,2M,34.79,none,0,334.76,1856.37
S00858,2025-04-15,LAX-PHX,Crossroads Freight Co,55.0,7993,5M,11.66,none,0,205.02,1136.95
S00756,2025-04-16,LAX-PHX,Piedmont Freight Line,60.0,6630,5M,11.73,none,0,171.06,948.61
S00812,2025-04-20,LAX-PHX,BlueRidge LTL,65.0,7687,5M,14.95,inside_delivery,150,252.81,1551.94
S00839,2025-04-22,LAX-PHX,Crossroads Freight Co,175.0,598,M5C,50.92,none,0,66.99,371.47
S00845,2025-04-22,LAX-PHX,Crossroads Freight Co,77.5,664,M5C,26.97,none,0,39.39,218.45
S00829,2025-05-03,LAX-PHX,Crossroads Freight Co,85.0,6963,5M,16.14,none,0,247.23,1371.01
S00771,2025-05-04,LAX-PHX,Piedmont Freight Line,77.5,3743,2M,17.11,residential,110,140.88,891.26
S00851,2025-05-04,LAX-PHX,Crossroads Freight Co,65.0,1933,1M,22.17,none,0,94.3,522.93
S00755,2025-05-05,LAX-PHX,Piedmont Freight Line,85.0,1202,1M,22.64,liftgate;residential,205,59.88,537.06
S00790,2025-05-10,LAX-PHX,Cardinal Motor Freight,150.0,181,L5C,45.82,none,0,18.24,101.17
S00819,2025-05-11,LAX-PHX,Palmetto Freight Systems,60.0,1958,1M,19.88,none,0,85.62,474.78
S00835,2025-05-11,LAX-PHX,Crossroads Freight Co,100.0,5347,5M,15.25,none,0,179.42,994.98
S00821,2025-05-12,LAX-PHX,Palmetto Freight Systems,200.0,5252,5M,34.19,none,0,395.05,2190.75
S00754,2025-05-15,LAX-PHX,Piedmont Freight Line,110.0,6352,5M,20.8,residential,110,290.7,1722.09
S00848,2025-05-17,LAX-PHX,Crossroads Freight Co,50.0,1980,1M,18.66,limited_access,85,81.27,535.67
S00775,2025-05-20,LAX-PHX,Piedmont Freight Line,110.0,4024,2M,23.33,none,0,206.56,1145.49
S00788,2025-05-29,LAX-PHX,Cardinal Motor Freight,200.0,4233,2M,37.46,residential,110,348.88,2044.68
S00843,2025-06-07,LAX-PHX,Crossroads Freight Co,250.0,5624,5M,38.05,none,0,470.81,2610.88
S00830,2025-06-11,LAX-PHX,Crossroads Freight Co,200.0,4034,2M,40.45,liftgate,95,358.95,2085.56
S00765,2025-06-15,LAX-PHX,Piedmont Freight Line,92.5,6447,5M,15.72,liftgate,95,223.03,1331.79
S00806,2025-06-19,LAX-PHX,Cardinal Motor Freight,110.0,4393,2M,26.54,none,0,256.51,1422.47
S00837,2025-06-23,LAX-PHX,Crossroads Freight Co,150.0,6187,5M,26.7,none,0,363.48,2015.66
S00786,2025-06-26,LAX-PHX,Cardinal Motor Freight,85.0,7167,5M,17.19,none,0,270.97,1502.65
S00849,2025-06-26,LAX-PHX,Crossroads Freight Co,150.0,5501,5M,28.27,none,0,342.14,1897.32
S00768,2025-06-27,LAX-PHX,Piedmont Freight Line,100.0,2766,2M,22.63,none,0,137.7,763.59
S00780,2025-06-30,LAX-PHX,Cardinal Motor Freight,150.0,5487,5M,25.5,none,0,307.79,1706.83
S00757,2025-07-15,LAX-PHX,Piedmont Freight Line,125.0,1585,1M,28.25,none,0,98.51,546.29
S00826,2025-07-16,LAX-PHX,Palmetto Freight Systems,85.0,863,M5C,27.09,none,0,51.44,285.24
S00767,2025-07-22,LAX-PHX,Piedmont Freight Line,200.0,4304,2M,39.8,none,0,376.85,2089.8
S00834,2025-07-27,LAX-PHX,Crossroads Freight Co,50.0,761,M5C,18.28,none,0,30.61,169.76
S00853,2025-07-29,LAX-PHX,Crossroads Freight Co,200.0,2062,2M,48.3,limited_access,85,219.09,1299.96
S00789,2025-07-31,LAX-PHX,Cardinal Motor Freight,85.0,3028,2M,20.57,none,0,137.06,760.06
S00814,2025-08-03,LAX-PHX,BlueRidge LTL,55.0,6409,5M,12.99,none,0,183.22,1016.05
S00860,2025-08-03,LAX-PHX,Crossroads Freight Co,77.5,4886,2M,23.46,inside_delivery,150,252.21,1548.64
S00817,2025-08-09,LAX-PHX,Palmetto Freight Systems,125.0,5305,5M,21.55,none,0,251.51,1394.74
S00763,2025-08-13,LAX-PHX,Piedmont Freight Line,150.0,2480,2M,30.37,liftgate;limited_access,180,165.72,1098.98
S00818,2025-08-13,LAX-PHX,Palmetto Freight Systems,55.0,7975,5M,11.58,none,0,203.2,1126.84
S00750,2025-09-03,LAX-PHX,Piedmont Freight Line,100.0,1522,1M,26.17,none,0,87.63,485.96
S00856,2025-09-05,LAX-PHX,Crossroads Freight Co,110.0,1038,1M,28.3,none,0,64.63,358.39
S00772,2025-09-07,LAX-PHX,Piedmont Freight Line,50.0,7570,5M,11.33,none,0,188.7,1046.41
S00810,2025-09-11,LAX-PHX,Cardinal Motor Freight,85.0,2346,2M,18.9,residential,110,97.56,651.0
S00785,2025-09-14,LAX-PHX,Cardinal Motor Freight,92.5,5196,5M,16.65,none,0,190.37,1055.67
S00798,2025-09-14,LAX-PHX,Cardinal Motor Freight,100.0,2456,2M,24.2,limited_access,85,130.75,810.05
S00764,2025-09-18,LAX-PHX,Piedmont Freight Line,150.0,2945,2M,30.47,none,0,197.44,1094.88
S00816,2025-09-18,LAX-PHX,BlueRidge LTL,125.0,5376,5M,22.62,none,0,267.53,1483.57
S00779,2025-09-22,LAX-PHX,Piedmont Freight Line,85.0,897,M5C,25.86,none,0,51.03,282.99
S00808,2025-09-28,LAX-PHX,Cardinal Motor Freight,70.0,2806,2M,18.67,limited_access,85,115.24,724.05
S00850,2025-09-30,LAX-PHX,Crossroads Freight Co,110.0,5345,5M,20.4,none,0,239.89,1330.29
S00838,2025-10-06,LAX-PHX,Crossroads Freight Co,110.0,1163,1M,32.81,none,0,83.95,465.55
S00815,2025-10-10,LAX-PHX,BlueRidge LTL,100.0,1381,1M,30.79,none,0,93.53,518.69
S00778,2025-10-13,LAX-PHX,Piedmont Freight Line,125.0,6444,5M,22.22,none,0,314.99,1746.76
S00842,2025-10-17,LAX-PHX,Crossroads Freight Co,100.0,7268,5M,22.38,residential,110,357.84,2094.38
S00791,2025-10-19,LAX-PHX,Cardinal Motor Freight,92.5,6954,5M,17.83,none,0,272.8,1512.79
S00787,2025-10-21,LAX-PHX,Cardinal Motor Freight,200.0,3307,2M,39.26,none,0,285.6,1583.8
S00840,2025-10-22,LAX-PHX,Crossroads Freight Co,77.5,3339,2M,22.37,none,0,164.3,911.13
S00846,2025-10-22,LAX-PHX,Crossroads Freight Co,65.0,2756,2M,19.65,none,0,119.16,660.82
S00859,2025-10-22,LAX-PHX,Crossroads Freight Co,100.0,4420,2M,25.84,none,0,251.3,1393.58
S00799,2025-10-23,LAX-PHX,Cardinal Motor Freight,85.0,3959,2M,19.41,none,0,169.08,937.64
S00758,2025-10-28,LAX-PHX,Piedmont Freight Line,125.0,1273,1M,33.05,liftgate,95,92.56,608.28
S00827,2025-11-01,LAX-PHX,Palmetto Freight Systems,55.0,1921,1M,18.56,residential;limited_access,195,78.42,629.89
S00825,2025-11-05,LAX-PHX,Palmetto Freight Systems,60.0,6489,5M,13.06,inside_delivery,150,186.42,1183.79
S00797,2025-11-13,LAX-PHX,Cardinal Motor Freight,50.0,3542,2M,13.97,none,0,108.89,603.87
S00804,2025-11-13,LAX-PHX,Cardinal Motor Freight,92.5,975,M5C,29.21,none,0,62.65,347.42
S00769,2025-11-17,LAX-PHX,Piedmont Freight Line,65.0,4525,2M,16.16,none,0,160.91,892.34
S00782,2025-11-20,LAX-PHX,Cardinal Motor Freight,110.0,2525,2M,22.86,none,0,126.98,704.15
S00794,2025-11-25,LAX-PHX,Cardinal Motor Freight,100.0,3777,2M,25.21,residential,110,209.49,1271.73
S00807,2025-12-01,LAX-PHX,Cardinal Motor Freight,50.0,4401,2M,12.69,none,0,122.83,681.17
S00813,2025-12-01,LAX-PHX,BlueRidge LTL,65.0,525,M5C,25.98,none,0,30.01,166.39
S00805,2025-12-03,LAX-PHX,Cardinal Motor Freight,175.0,7843,5M,32.53,liftgate;inside_delivery,245,561.36,3357.97
S00761,2025-12-08,LAX-PHX,Piedmont Freight Line,60.0,5198,5M,12.73,residential,110,145.58,917.32
S00766,2025-12-13,LAX-PHX,Piedmont Freight Line,70.0,980,M5C,20.74,none,0,44.73,248.02
S00820,2025-12-20,LAX-PHX,Palmetto Freight Systems,200.0,7482,5M,33.03,none,0,543.68,3014.97
S00783,2025-12-21,LAX-PHX,Cardinal Motor Freight,200.0,4558,2M,38.02,none,0,381.29,2114.45
S00753,2025-12-24,LAX-PHX,Piedmont Freight Line,110.0,963,M5C,30.73,none,0,65.11,361.09
S00802,2025-12-24,LAX-PHX,Cardinal Motor Freight,110.0,5399,5M,20.89,none,0,248.14,1376.04
S00809,2025-12-29,LAX-PHX,Cardinal Motor Freight,250.0,7589,5M,38.34,none,0,640.11,3549.73
S00751,2025-12-30,LAX-PHX,Piedmont Freight Line,250.0,3389,2M,42.68,liftgate,95,318.23,1859.73
S00511,2025-01-09,ORD-CLT,Cardinal Motor Freight,175.0,5157,5M,25.81,none,0,292.82,1623.81
S00509,2025-01-11,ORD-CLT,Cardinal Motor Freight,65.0,978,M5C,22.97,residential;inside_delivery,260,49.43,534.13
S00540,2025-01-22,ORD-CLT,BlueRidge LTL,50.0,1145,1M,17.44,none,0,43.92,243.58
S00501,2025-01-23,ORD-CLT,Piedmont Freight Line,70.0,5889,5M,13.13,limited_access,85,170.17,1028.68
S00536,2025-01-23,ORD-CLT,BlueRidge LTL,100.0,2119,2M,27.11,none,0,126.37,700.79
S00502,2025-02-04,ORD-CLT,Cardinal Motor Freight,125.0,4593,2M,26.46,none,0,267.32,1482.42
S00558,2025-02-11,ORD-CLT,BlueRidge LTL,200.0,7910,5M,37.83,liftgate,95,658.36,3745.91
S00496,2025-02-13,ORD-CLT,Piedmont Freight Line,175.0,7924,5M,27.29,liftgate,95,475.72,2733.1
S00508,2025-02-21,ORD-CLT,Cardinal Motor Freight,65.0,1108,1M,18.61,liftgate,95,45.36,346.55
S00519,2025-02-25,ORD-CLT,Cardinal Motor Freight,175.0,343,L5C,57.07,none,0,43.06,238.8
S00506,2025-03-04,ORD-CLT,Cardinal Motor Freight,65.0,4447,2M,14.91,none,0,145.85,808.82
S00551,2025-03-09,ORD-CLT,BlueRidge LTL,70.0,6144,5M,14.34,residential,110,193.78,1184.6
S00547,2025-03-20,ORD-CLT,BlueRidge LTL,70.0,3602,2M,17.73,liftgate,95,140.5,874.15
S00499,2025-04-13,ORD-CLT,Piedmont Freight Line,65.0,2784,2M,15.96,none,0,97.73,541.98
S00559,2025-04-13,ORD-CLT,BlueRidge LTL,175.0,2009,2M,39.8,none,0,175.91,975.53
S00523,2025-04-20,ORD-CLT,Cardinal Motor Freight,85.0,1141,1M,23.62,none,0,59.29,328.81
S00521,2025-04-29,ORD-CLT,Cardinal Motor Freight,50.0,6724,5M,12.6,none,0,186.45,1033.97
S00557,2025-05-03,ORD-CLT,BlueRidge LTL,125.0,4504,2M,32.39,limited_access,85,320.95,1864.84
S00542,2025-05-16,ORD-CLT,BlueRidge LTL,200.0,1314,1M,49.11,none,0,141.98,787.33
S00525,2025-05-23,ORD-CLT,Cardinal Motor Freight,92.5,7171,5M,19.36,none,0,305.45,1693.87
S00500,2025-05-24,ORD-CLT,Piedmont Freight Line,55.0,7422,5M,11.67,residential;inside_delivery,260,190.51,1316.46
S00544,2025-05-24,ORD-CLT,BlueRidge LTL,70.0,1682,1M,23.0,none,0,85.11,472.0
S00563,2025-05-25,ORD-CLT,BlueRidge LTL,250.0,3414,2M,42.04,none,0,315.78,1751.13
S00532,2025-05-26,ORD-CLT,Cardinal Motor Freight,200.0,527,M5C,61.76,none,0,71.6,397.07
S00564,2025-05-30,ORD-CLT,BlueRidge LTL,200.0,236,L5C,69.16,none,0,35.91,199.13
S00535,2025-05-31,ORD-CLT,Cardinal Motor Freight,70.0,2628,2M,16.49,none,0,95.33,528.65
S00561,2025-06-03,ORD-CLT,BlueRidge LTL,92.5,3284,2M,23.68,none,0,171.05,948.55
S00497,2025-06-11,ORD-CLT,Piedmont Freight Line,100.0,1705,1M,25.99,none,0,97.48,540.58
S00503,2025-06-14,ORD-CLT,Cardinal Motor Freight,175.0,6684,5M,28.05,none,0,412.47,2287.32
S00516,2025-06-24,ORD-CLT,Cardinal Motor Freight,175.0,4907,2M,35.39,residential,110,382.07,2228.76
S00548,2025-07-03,ORD-CLT,BlueRidge LTL,50.0,6707,5M,13.62,none,0,200.95,1114.35
S00513,2025-07-06,ORD-CLT,Cardinal Motor Freight,250.0,3846,2M,40.47,none,0,342.38,1898.68
S00555,2025-07-09,ORD-CLT,BlueRidge LTL,50.0,5217,5M,12.11,liftgate,95,138.98,865.69
S00534,2025-07-13,ORD-CLT,Cardinal Motor Freight,175.0,7973,5M,29.75,none,0,521.82,2893.72
S00526,2025-07-14,ORD-CLT,Cardinal Motor Freight,50.0,2622,2M,14.25,liftgate,95,82.19,550.75
S00524,2025-07-17,ORD-CLT,Cardinal Motor Freight,125.0,150,L5C,33.33,limited_access,85,11.0,145.99
S00549,2025-07-17,ORD-CLT,BlueRidge LTL,92.5,4504,2M,23.84,none,0,236.27,1310.22
S00531,2025-07-18,ORD-CLT,Cardinal Motor Freight,60.0,3906,2M,17.14,liftgate;residential,205,147.32,1021.93
S00522,2025-07-23,ORD-CLT,Cardinal Motor Freight,60.0,4808,2M,17.94,liftgate,95,189.77,1147.37
S00546,2025-07-26,ORD-CLT,BlueRidge LTL,77.5,5000,5M,14.11,inside_delivery,150,155.16,1010.41
S00510,2025-07-30,ORD-CLT,Cardinal Motor Freight,100.0,1376,1M,26.78,none,0,81.07,449.57
S00518,2025-07-30,ORD-CLT,Cardinal Motor Freight,77.5,2473,2M,19.33,inside_delivery,150,105.14,733.08
S00495,2025-08-15,ORD-CLT,Piedmont Freight Line,65.0,1986,1M,19.23,none,0,84.04,466.04
S00533,2025-08-22,ORD-CLT,Cardinal Motor Freight,65.0,2566,2M,17.82,none,0,100.57,557.71
S00515,2025-08-26,ORD-CLT,Cardinal Motor Freight,50.0,7559,5M,12.1,none,0,201.27,1116.11
S00498,2025-08-30,ORD-CLT,Piedmont Freight Line,110.0,7199,5M,17.08,liftgate;limited_access,180,270.52,1680.16
S00514,2025-09-04,ORD-CLT,Cardinal Motor Freight,60.0,1138,1M,18.65,none,0,46.7,258.97
S00541,2025-09-05,ORD-CLT,BlueRidge LTL,50.0,479,L5C,22.1,liftgate,95,23.29,224.13
S00528,2025-09-11,ORD-CLT,Cardinal Motor Freight,92.5,2624,2M,22.98,none,0,132.64,735.53
S00517,2025-09-22,ORD-CLT,Cardinal Motor Freight,55.0,3379,2M,16.21,none,0,120.51,668.31
S00560,2025-09-24,ORD-CLT,BlueRidge LTL,100.0,5232,5M,22.09,none,0,254.24,1409.86
S00505,2025-10-05,ORD-CLT,Cardinal Motor Freight,175.0,3620,2M,32.95,none,0,262.39,1455.07
S00529,2025-10-08,ORD-CLT,Cardinal Motor Freight,175.0,2165,2M,34.72,residential,110,165.39,1027.18
S00543,2025-10-13,ORD-CLT,BlueRidge LTL,70.0,782,M5C,27.83,liftgate,95,47.88,360.52
S00520,2025-10-17,ORD-CLT,Cardinal Motor Freight,77.5,5760,5M,13.13,none,0,166.37,922.59
S00545,2025-10-23,ORD-CLT,BlueRidge LTL,150.0,466,L5C,53.88,none,0,55.24,306.34
S00538,2025-10-25,ORD-CLT,BlueRidge LTL,77.5,3190,2M,20.19,none,0,141.72,785.91
S00512,2025-10-26,ORD-CLT,Cardinal Motor Freight,250.0,5559,5M,31.62,limited_access,85,386.68,2229.34
S00550,2025-10-29,ORD-CLT,BlueRidge LTL,150.0,3408,2M,36.6,liftgate;inside_delivery,245,274.43,1766.82
S00527,2025-11-10,ORD-CLT,Cardinal Motor Freight,110.0,666,M5C,33.94,none,0,49.73,275.76
S00539,2025-11-13,ORD-CLT,BlueRidge LTL,110.0,5884,5M,22.05,none,0,285.48,1583.1
S00504,2025-11-14,ORD-CLT,Cardinal Motor Freight,175.0,5067,5M,30.6,none,0,341.13,1891.71
S00553,2025-11-17,ORD-CLT,BlueRidge LTL,92.5,6737,5M,19.15,liftgate;residential,205,283.81,1778.83
S00552,2025-11-19,ORD-CLT,BlueRidge LTL,150.0,2066,2M,34.61,none,0,157.29,872.24
S00562,2025-11-21,ORD-CLT,BlueRidge LTL,125.0,3071,2M,30.18,residential,110,203.92,1240.85
S00507,2025-11-23,ORD-CLT,Cardinal Motor Freight,77.5,422,L5C,31.74,none,0,29.47,163.4
S00493,2025-11-26,ORD-CLT,Piedmont Freight Line,200.0,994,M5C,50.48,none,0,110.39,612.17
S00554,2025-11-26,ORD-CLT,BlueRidge LTL,150.0,2176,2M,31.92,liftgate,95,152.81,942.38
S00556,2025-12-05,ORD-CLT,BlueRidge LTL,100.0,1453,1M,31.16,liftgate;limited_access,180,99.62,732.41
S00530,2025-12-18,ORD-CLT,Cardinal Motor Freight,150.0,3627,2M,34.75,none,0,277.28,1537.65
S00494,2025-12-19,ORD-CLT,Piedmont Freight Line,77.5,2702,2M,19.17,liftgate;inside_delivery,245,113.94,876.84
S00537,2025-12-26,ORD-CLT,BlueRidge LTL,60.0,752,M5C,21.86,liftgate,95,36.17,295.58
S00720,2025-01-01,ORD-DFW,Crossroads Freight Co,125.0,6686,5M,18.93,none,0,278.42,1543.96
S00661,2025-01-03,ORD-DFW,Piedmont Freight Line,92.5,4728,2M,17.62,none,0,183.27,1016.32
S00686,2025-01-03,ORD-DFW,Cardinal Motor Freight,65.0,3330,2M,12.48,liftgate,95,91.44,602.08
S00718,2025-01-06,ORD-DFW,Crossroads Freight Co,200.0,6230,5M,23.6,inside_delivery,150,323.41,1943.45
S00730,2025-01-11,ORD-DFW,Crossroads Freight Co,200.0,7310,5M,26.33,none,0,423.42,2348.04
S00739,2025-01-11,ORD-DFW,Crossroads Freight Co,110.0,7144,5M,17.84,none,0,280.39,1554.88
S00657,2025-01-18,ORD-DFW,Piedmont Freight Line,92.5,5075,5M,12.81,none,0,142.97,792.86
S00684,2025-01-18,ORD-DFW,Cardinal Motor Freight,65.0,1958,1M,16.3,liftgate,95,70.2,484.29
S00668,2025-01-19,ORD-DFW,Cardinal Motor Freight,100.0,1556,1M,21.63,none,0,74.04,410.59
S00695,2025-01-19,ORD-DFW,Cardinal Motor Freight,60.0,3874,2M,13.41,none,0,114.25,633.58
S00696,2025-01-20,ORD-DFW,Cardinal Motor Freight,125.0,3676,2M,19.5,none,0,157.66,874.3
S00735,2025-01-20,ORD-DFW,Crossroads Freight Co,200.0,876,M5C,38.45,none,0,74.09,410.87
S00671,2025-01-21,ORD-DFW,Cardinal Motor Freight,50.0,4612,2M,11.21,none,0,113.71,630.56
S00641,2025-01-24,ORD-DFW,Piedmont Freight Line,77.5,6715,5M,11.4,residential;inside_delivery,260,168.38,1193.75
S00704,2025-01-24,ORD-DFW,BlueRidge LTL,77.5,5619,5M,13.42,none,0,165.92,920.13
S00721,2025-02-07,ORD-DFW,Crossroads Freight Co,55.0,2464,2M,13.11,none,0,71.06,394.06
S00725,2025-02-07,ORD-DFW,Crossroads Freight Co,70.0,1444,1M,16.68,inside_delivery;limited_access,235,53.0,528.94
S00749,2025-02-09,ORD-DFW,Crossroads Freight Co,110.0,3438,2M,19.27,none,0,145.73,808.13
S00664,2025-02-10,ORD-DFW,Piedmont Freight Line,65.0,6091,5M,11.33,none,0,151.85,842.06
S00702,2025-02-11,ORD-DFW,BlueRidge LTL,125.0,3172,2M,25.99,none,0,181.34,1005.59
S00644,2025-02-13,ORD-DFW,Piedmont Freight Line,110.0,4677,2M,20.62,liftgate;residential;inside_delivery,355,212.22,1531.85
S00737,2025-02-16,ORD-DFW,Crossroads Freight Co,200.0,3942,2M,32.58,none,0,282.58,1567.02
S00709,2025-02-20,ORD-DFW,Palmetto Freight Systems,70.0,1246,1M,16.28,none,0,44.64,247.53
S00742,2025-02-23,ORD-DFW,Crossroads Freight Co,110.0,3567,2M,19.25,none,0,151.03,837.51
S00726,2025-03-01,ORD-DFW,Crossroads Freight Co,110.0,3726,2M,19.2,none,0,157.39,872.78
S00717,2025-03-02,ORD-DFW,Crossroads Freight Co,65.0,6829,5M,12.17,inside_delivery,150,182.87,1164.1
S00648,2025-03-04,ORD-DFW,Piedmont Freight Line,85.0,2231,2M,16.04,residential,110,78.71,546.5
S00731,2025-03-05,ORD-DFW,Crossroads Freight Co,175.0,2501,2M,27.0,none,0,148.58,823.96
S00658,2025-03-07,ORD-DFW,Piedmont Freight Line,65.0,7816,5M,9.62,none,0,165.48,917.68
S00637,2025-03-09,ORD-DFW,Piedmont Freight Line,175.0,5703,5M,22.74,none,0,285.28,1581.98
S00652,2025-03-09,ORD-DFW,Piedmont Freight Line,250.0,1734,1M,40.72,none,0,155.34,861.44
S00655,2025-03-10,ORD-DFW,Piedmont Freight Line,70.0,2645,2M,11.71,none,0,68.13,377.83
S00669,2025-03-10,ORD-DFW,Cardinal Motor Freight,92.5,1128,1M,20.28,residential;inside_delivery;limited_access,345,50.33,624.11
S00722,2025-03-11,ORD-DFW,Crossroads Freight Co,250.0,1764,1M,36.49,none,0,141.62,785.33
S00732,2025-03-19,ORD-DFW,Crossroads Freight Co,77.5,282,L5C,23.26,none,0,14.43,80.01
S00687,2025-03-21,ORD-DFW,Cardinal Motor Freight,55.0,4829,2M,11.21,residential,110,119.13,770.62
S00699,2025-03-22,ORD-DFW,Cardinal Motor Freight,250.0,2126,2M,35.69,none,0,166.95,925.8
S00727,2025-03-23,ORD-DFW,Crossroads Freight Co,65.0,203,L5C,24.37,none,0,10.88,60.35
S00693,2025-03-24,ORD-DFW,Cardinal Motor Freight,77.5,2537,2M,14.25,none,0,79.56,441.21
S00688,2025-04-03,ORD-DFW,Cardinal Motor Freight,77.5,5465,5M,12.84,liftgate;residential,205,154.33,1060.81
S00683,2025-04-08,ORD-DFW,Cardinal Motor Freight,70.0,4184,2M,15.0,none,0,138.09,765.79
S00659,2025-04-17,ORD-DFW,Piedmont Freight Line,60.0,4409,2M,11.24,none,0,109.02,604.56
S00728,2025-04-24,ORD-DFW,Crossroads Freight Co,125.0,7295,5M,18.4,none,0,295.35,1637.86
S00691,2025-04-25,ORD-DFW,Cardinal Motor Freight,60.0,2244,2M,14.0,none,0,69.12,383.29
S00651,2025-04-26,ORD-DFW,Piedmont Freight Line,92.5,2864,2M,15.88,none,0,100.03,554.69
S00640,2025-04-30,ORD-DFW,Piedmont Freight Line,77.5,4531,2M,14.67,none,0,146.24,810.96
S00656,2025-05-02,ORD-DFW,Piedmont Freight Line,85.0,7539,5M,12.66,none,0,209.93,1164.17
S00638,2025-05-03,ORD-DFW,Piedmont Freight Line,175.0,5383,5M,22.44,none,0,265.8,1473.96
S00733,2025-05-06,ORD-DFW,Crossroads Freight Co,65.0,3397,2M,12.56,liftgate,95,93.89,615.64
S00689,2025-05-14,ORD-DFW,Cardinal Motor Freight,55.0,1136,1M,13.04,none,0,32.58,180.66
