shipment_id,quote_date,lane_id,carrier_name,nmfc_class,class_band,weight_lbs,base_cwt_rate,benchmark_loo,other_quotes,rate_index_loo
S00973,2025-07-31,JFK-BOS,Piedmont Freight Line,92.5,mid,4173,26.52,31.46,26,84.3
S00653,2025-06-11,ORD-DFW,Piedmont Freight Line,70.0,low,3078,13.87,13.54,27,102.4
S00667,2025-12-27,ORD-DFW,Piedmont Freight Line,65.0,low,6273,9.67,13.54,27,71.4
S00642,2025-06-26,ORD-DFW,Piedmont Freight Line,60.0,low,820,16.91,13.54,27,124.9
S00639,2025-10-01,ORD-DFW,Piedmont Freight Line,70.0,low,5864,10.73,13.54,27,79.2
S00647,2025-06-25,ORD-DFW,Piedmont Freight Line,55.0,low,7765,9.44,13.54,27,69.7
S00665,2025-07-07,ORD-DFW,Piedmont Freight Line,70.0,low,3424,13.26,13.54,27,97.9
S00658,2025-03-07,ORD-DFW,Piedmont Freight Line,65.0,low,7816,9.62,13.54,27,71.0
S00649,2025-11-27,ORD-DFW,Piedmont Freight Line,70.0,low,1442,15.65,13.54,27,115.6
S00659,2025-04-17,ORD-DFW,Piedmont Freight Line,60.0,low,4409,11.24,13.54,27,83.0
S00655,2025-03-10,ORD-DFW,Piedmont Freight Line,70.0,low,2645,11.71,13.54,27,86.5
S00664,2025-02-10,ORD-DFW,Piedmont Freight Line,65.0,low,6091,11.33,13.54,27,83.7
S00233,2025-07-17,GSO-BNA,Crossroads Freight Co,55.0,low,1184,19.31,14.75,27,130.9
S00229,2025-08-12,GSO-BNA,Crossroads Freight Co,55.0,low,1155,18.94,14.75,27,128.4
S00394,2025-09-27,CLT-CMH,Crossroads Freight Co,65.0,low,7471,12.73,15.38,27,82.8
S00389,2025-09-29,CLT-CMH,Crossroads Freight Co,50.0,low,1880,18.03,15.38,27,117.2
S00400,2025-04-24,CLT-CMH,Crossroads Freight Co,55.0,low,7071,12.53,15.38,27,81.5
S00384,2025-01-28,CLT-CMH,Crossroads Freight Co,55.0,low,2406,13.82,15.38,27,89.9
S00403,2025-06-01,CLT-CMH,Crossroads Freight Co,70.0,low,7242,15.44,15.38,27,100.4
S00396,2025-09-15,CLT-CMH,Crossroads Freight Co,70.0,low,5381,16.84,15.38,27,109.5
S00390,2025-06-08,CLT-CMH,Crossroads Freight Co,55.0,low,877,23.28,15.38,27,151.4
S00392,2025-01-23,CLT-CMH,Crossroads Freight Co,65.0,low,257,27.66,15.38,27,179.8
S00409,2025-06-30,CLT-CMH,Crossroads Freight Co,50.0,low,1748,17.72,15.38,27,115.2
S00827,2025-11-01,LAX-PHX,Palmetto Freight Systems,55.0,low,1921,18.56,16.02,27,115.9
S00819,2025-05-11,LAX-PHX,Palmetto Freight Systems,60.0,low,1958,19.88,16.02,27,124.1
S00823,2025-01-10,LAX-PHX,Palmetto Freight Systems,50.0,low,4889,12.53,16.02,27,78.2
S00825,2025-11-05,LAX-PHX,Palmetto Freight Systems,60.0,low,6489,13.06,16.02,27,81.5
S00818,2025-08-13,LAX-PHX,Palmetto Freight Systems,55.0,low,7975,11.58,16.02,27,72.3
S00822,2025-03-01,LAX-PHX,Palmetto Freight Systems,60.0,low,7767,14.93,16.02,27,93.2
S00074,2025-02-23,CLT-ATL,Palmetto Freight Systems,77.5,mid,2003,23.11,26.39,27,87.6
S00092,2025-09-18,CLT-ATL,Palmetto Freight Systems,77.5,mid,6056,18.61,26.39,27,70.5
S00086,2025-12-07,CLT-ATL,Palmetto Freight Systems,85.0,mid,6385,19.65,26.39,27,74.5
S00085,2025-06-22,CLT-ATL,Palmetto Freight Systems,110.0,mid,7921,29.58,26.39,27,112.1
S00070,2025-12-22,CLT-ATL,Palmetto Freight Systems,92.5,mid,1563,26.83,26.39,27,101.7
S00076,2025-07-15,CLT-ATL,Palmetto Freight Systems,100.0,mid,5938,27.28,26.39,27,103.4
S00083,2025-08-01,CLT-ATL,Palmetto Freight Systems,110.0,mid,2690,33.13,26.39,27,125.5
S00077,2025-08-03,CLT-ATL,Palmetto Freight Systems,100.0,mid,7140,29.39,26.39,27,111.4
S00078,2025-08-10,CLT-ATL,Palmetto Freight Systems,92.5,mid,4754,30.19,26.39,27,114.4
S00095,2025-12-12,CLT-ATL,Palmetto Freight Systems,110.0,mid,2126,27.98,26.39,27,106.0
S00717,2025-03-02,ORD-DFW,Crossroads Freight Co,65.0,low,6829,12.17,13.26,28,91.8
S00745,2025-09-20,ORD-DFW,Crossroads Freight Co,70.0,low,5070,10.05,13.26,28,75.8
S00721,2025-02-07,ORD-DFW,Crossroads Freight Co,55.0,low,2464,13.11,13.26,28,98.9
S00724,2025-12-04,ORD-DFW,Crossroads Freight Co,60.0,low,1173,14.17,13.26,28,106.9
S00736,2025-07-01,ORD-DFW,Crossroads Freight Co,55.0,low,700,14.18,13.26,28,106.9
S00725,2025-02-07,ORD-DFW,Crossroads Freight Co,70.0,low,1444,16.68,13.26,28,125.8
S00729,2025-11-16,ORD-DFW,Crossroads Freight Co,50.0,low,922,16.4,13.26,28,123.7
S00733,2025-05-06,ORD-DFW,Crossroads Freight Co,65.0,low,3397,12.56,13.26,28,94.7
S00727,2025-03-23,ORD-DFW,Crossroads Freight Co,65.0,low,203,24.37,13.26,28,183.8
S00743,2025-10-30,ORD-DFW,Crossroads Freight Co,70.0,low,5897,12.63,13.26,28,95.2
S00346,2025-06-01,CLT-CMH,BlueRidge LTL,55.0,low,5567,12.3,16.19,28,76.0
S00341,2025-01-24,CLT-CMH,BlueRidge LTL,60.0,low,335,26.53,16.19,28,163.9
S00320,2025-01-27,CLT-CMH,BlueRidge LTL,55.0,low,753,19.43,16.19,28,120.0
S00326,2025-09-16,CLT-CMH,BlueRidge LTL,50.0,low,2643,16.56,16.19,28,102.3
S00339,2025-07-09,CLT-CMH,BlueRidge LTL,50.0,low,4242,14.93,16.19,28,92.2
S00337,2025-01-04,CLT-CMH,BlueRidge LTL,55.0,low,301,24.37,16.19,28,150.5
S00324,2025-07-09,CLT-CMH,BlueRidge LTL,55.0,low,2049,15.33,16.19,28,94.7
S00340,2025-11-17,CLT-CMH,BlueRidge LTL,65.0,low,5188,15.14,16.19,28,93.5
S00355,2025-12-15,CLT-CMH,Palmetto Freight Systems,70.0,low,2079,19.26,16.56,28,116.3
S00356,2025-12-02,CLT-CMH,Palmetto Freight Systems,50.0,low,502,18.11,16.56,28,109.4
S00361,2025-08-21,CLT-CMH,Palmetto Freight Systems,70.0,low,6140,11.9,16.56,28,71.9
S00357,2025-11-06,CLT-CMH,Palmetto Freight Systems,50.0,low,3638,15.04,16.56,28,90.8
S00365,2025-03-11,CLT-CMH,Palmetto Freight Systems,70.0,low,5826,13.34,16.56,28,80.6
S00349,2025-07-01,CLT-CMH,Palmetto Freight Systems,50.0,low,1225,16.19,16.56,28,97.8
S00378,2025-04-22,CLT-CMH,Palmetto Freight Systems,60.0,low,245,27.69,16.56,28,167.2
S00358,2025-01-15,CLT-CMH,Palmetto Freight Systems,50.0,low,1654,13.38,16.56,28,80.8
S00047,2025-12-22,CLT-ATL,Cardinal Motor Freight,60.0,low,4879,18.51,20.22,28,91.5
S00037,2025-11-20,CLT-ATL,Cardinal Motor Freight,65.0,low,1526,24.66,20.22,28,122.0
S00038,2025-03-01,CLT-ATL,Cardinal Motor Freight,65.0,low,3090,23.48,20.22,28,116.1
S00055,2025-09-12,CLT-ATL,Cardinal Motor Freight,70.0,low,2135,22.25,20.22,28,110.0
S00036,2025-11-09,CLT-ATL,Cardinal Motor Freight,60.0,low,6099,19.62,20.22,28,97.0
S00045,2025-11-06,CLT-ATL,Cardinal Motor Freight,50.0,low,4344,15.04,20.22,28,74.4
S00056,2025-06-16,CLT-ATL,Cardinal Motor Freight,60.0,low,7224,17.22,20.22,28,85.2
S00041,2025-04-06,CLT-ATL,Cardinal Motor Freight,55.0,low,455,26.44,20.22,28,130.8
S00949,2025-07-03,DFW-IAH,Crossroads Freight Co,70.0,low,7668,20.19,19.44,29,103.9
S00955,2025-12-28,DFW-IAH,Crossroads Freight Co,70.0,low,6343,17.81,19.44,29,91.6
S00968,2025-06-09,DFW-IAH,Crossroads Freight Co,55.0,low,5043,16.56,19.44,29,85.2
S00953,2025-04-11,DFW-IAH,Crossroads Freight Co,60.0,low,2698,22.75,19.44,29,117.0
S00967,2025-12-03,DFW-IAH,Crossroads Freight Co,55.0,low,1034,22.49,19.44,29,115.7
S00948,2025-06-03,DFW-IAH,Crossroads Freight Co,65.0,low,1235,27.91,19.44,29,143.6
S00957,2025-07-12,DFW-IAH,Crossroads Freight Co,55.0,low,3360,19.25,19.44,29,99.0
S00951,2025-06-30,DFW-IAH,Crossroads Freight Co,55.0,low,1918,21.36,19.44,29,109.9
S00969,2025-02-23,DFW-IAH,Crossroads Freight Co,70.0,low,1443,28.22,19.44,29,145.2
S00950,2025-02-17,DFW-IAH,Crossroads Freight Co,50.0,low,1820,23.42,19.44,29,120.5
S00350,2025-08-05,CLT-CMH,Palmetto Freight Systems,92.5,mid,5737,17.74,21.09,29,84.1
S00352,2025-09-01,CLT-CMH,Palmetto Freight Systems,92.5,mid,1419,27.05,21.09,29,128.3
S00380,2025-08-23,CLT-CMH,Palmetto Freight Systems,100.0,mid,5530,20.46,21.09,29,97.0
S00377,2025-12-25,CLT-CMH,Palmetto Freight Systems,85.0,mid,2634,19.81,21.09,29,93.9
S00381,2025-12-10,CLT-CMH,Palmetto Freight Systems,77.5,mid,5907,15.57,21.09,29,73.8
S00351,2025-12-19,CLT-CMH,Palmetto Freight Systems,85.0,mid,1829,24.78,21.09,29,117.5
S00372,2025-09-23,CLT-CMH,Palmetto Freight Systems,100.0,mid,2860,23.51,21.09,29,111.5
S00368,2025-09-16,CLT-CMH,Palmetto Freight Systems,77.5,mid,3236,16.3,21.09,29,77.3
S00382,2025-02-11,CLT-CMH,Palmetto Freight Systems,100.0,mid,7845,18.05,21.09,29,85.6
S00359,2025-06-06,CLT-CMH,Palmetto Freight Systems,110.0,mid,7657,21.45,21.09,29,101.7
S00371,2025-01-19,CLT-CMH,Palmetto Freight Systems,92.5,mid,1398,23.98,21.09,29,113.7
S00779,2025-09-22,LAX-PHX,Piedmont Freight Line,85.0,mid,897,25.86,22.38,29,115.5
S00754,2025-05-15,LAX-PHX,Piedmont Freight Line,110.0,mid,6352,20.8,22.38,29,92.9
S00771,2025-05-04,LAX-PHX,Piedmont Freight Line,77.5,mid,3743,17.11,22.38,29,76.5
S00755,2025-05-05,LAX-PHX,Piedmont Freight Line,85.0,mid,1202,22.64,22.38,29,101.2
S00770,2025-03-09,LAX-PHX,Piedmont Freight Line,92.5,mid,793,27.21,22.38,29,121.6
S00760,2025-02-27,LAX-PHX,Piedmont Freight Line,100.0,mid,1322,26.82,22.38,29,119.8
S00752,2025-01-08,LAX-PHX,Piedmont Freight Line,110.0,mid,1814,26.88,22.38,29,120.1
S00753,2025-12-24,LAX-PHX,Piedmont Freight Line,110.0,mid,963,30.73,22.38,29,137.3
S00774,2025-04-09,LAX-PHX,Piedmont Freight Line,92.5,mid,7558,17.8,22.38,29,79.5
S00750,2025-09-03,LAX-PHX,Piedmont Freight Line,100.0,mid,1522,26.17,22.38,29,116.9
S00775,2025-05-20,LAX-PHX,Piedmont Freight Line,110.0,mid,4024,23.33,22.38,29,104.2
S00773,2025-01-30,LAX-PHX,Piedmont Freight Line,85.0,mid,2917,18.28,22.38,29,81.7
S00768,2025-06-27,LAX-PHX,Piedmont Freight Line,100.0,mid,2766,22.63,22.38,29,101.1
S00765,2025-06-15,LAX-PHX,Piedmont Freight Line,92.5,mid,6447,15.72,22.38,29,70.2
S00813,2025-12-01,LAX-PHX,BlueRidge LTL,65.0,low,525,25.98,14.93,30,174.0
S00814,2025-08-03,LAX-PHX,BlueRidge LTL,55.0,low,6409,12.99,14.93,30,87.0
S00812,2025-04-20,LAX-PHX,BlueRidge LTL,65.0,low,7687,14.95,14.93,30,100.1
S00747,2025-08-16,ORD-DFW,Crossroads Freight Co,77.5,mid,7625,14.85,15.88,30,93.5
S00741,2025-12-12,ORD-DFW,Crossroads Freight Co,100.0,mid,7678,16.55,15.88,30,104.2
S00726,2025-03-01,ORD-DFW,Crossroads Freight Co,110.0,mid,3726,19.2,15.88,30,120.9
S00715,2025-10-24,ORD-DFW,Crossroads Freight Co,110.0,mid,2916,22.09,15.88,30,139.1
S00714,2025-11-22,ORD-DFW,Crossroads Freight Co,110.0,mid,3609,20.79,15.88,30,130.9
S00748,2025-12-07,ORD-DFW,Crossroads Freight Co,100.0,mid,1575,23.53,15.88,30,148.2
S00744,2025-09-13,ORD-DFW,Crossroads Freight Co,110.0,mid,4841,19.74,15.88,30,124.3
S00732,2025-03-19,ORD-DFW,Crossroads Freight Co,77.5,mid,282,23.26,15.88,30,146.5
S00749,2025-02-09,ORD-DFW,Crossroads Freight Co,110.0,mid,3438,19.27,15.88,30,121.3
S00734,2025-05-19,ORD-DFW,Crossroads Freight Co,110.0,mid,1435,25.8,15.88,30,162.5
S00719,2025-09-07,ORD-DFW,Crossroads Freight Co,110.0,mid,6107,18.23,15.88,30,114.8
S00739,2025-01-11,ORD-DFW,Crossroads Freight Co,110.0,mid,7144,17.84,15.88,30,112.3
S00742,2025-02-23,ORD-DFW,Crossroads Freight Co,110.0,mid,3567,19.25,15.88,30,121.2
S00738,2025-10-18,ORD-DFW,Crossroads Freight Co,77.5,mid,4348,14.56,15.88,30,91.7
S00870,2025-11-28,DFW-IAH,Piedmont Freight Line,60.0,low,6283,16.82,20.19,30,83.3
S00872,2025-06-24,DFW-IAH,Piedmont Freight Line,60.0,low,3505,18.77,20.19,30,93.0
S00867,2025-02-08,DFW-IAH,Piedmont Freight Line,70.0,low,2425,21.5,20.19,30,106.5
S00877,2025-04-17,DFW-IAH,Piedmont Freight Line,65.0,low,6445,17.01,20.19,30,84.2
S00861,2025-11-11,DFW-IAH,Piedmont Freight Line,55.0,low,3495,20.4,20.19,30,101.0
S00882,2025-03-30,DFW-IAH,Piedmont Freight Line,50.0,low,7075,14.2,20.19,30,70.3
S00862,2025-06-20,DFW-IAH,Piedmont Freight Line,50.0,low,4471,18.25,20.19,30,90.4
S00890,2025-01-08,DFW-IAH,Piedmont Freight Line,65.0,low,2102,21.36,20.19,30,105.8
S00863,2025-12-16,DFW-IAH,Piedmont Freight Line,50.0,low,2149,18.86,20.19,30,93.4
S00845,2025-04-22,LAX-PHX,Crossroads Freight Co,77.5,mid,664,26.97,22.63,30,119.2
S00855,2025-02-22,LAX-PHX,Crossroads Freight Co,100.0,mid,3420,24.94,22.63,30,110.2
S00856,2025-09-05,LAX-PHX,Crossroads Freight Co,110.0,mid,1038,28.3,22.63,30,125.1
S00859,2025-10-22,LAX-PHX,Crossroads Freight Co,100.0,mid,4420,25.84,22.63,30,114.2
S00842,2025-10-17,LAX-PHX,Crossroads Freight Co,100.0,mid,7268,22.38,22.63,30,98.9
S00860,2025-08-03,LAX-PHX,Crossroads Freight Co,77.5,mid,4886,23.46,22.63,30,103.7
S00829,2025-05-03,LAX-PHX,Crossroads Freight Co,85.0,mid,6963,16.14,22.63,30,71.3
S00838,2025-10-06,LAX-PHX,Crossroads Freight Co,110.0,mid,1163,32.81,22.63,30,145.0
S00854,2025-03-23,LAX-PHX,Crossroads Freight Co,77.5,mid,2798,17.98,22.63,30,79.5
S00835,2025-05-11,LAX-PHX,Crossroads Freight Co,100.0,mid,5347,15.25,22.63,30,67.4
S00852,2025-02-02,LAX-PHX,Crossroads Freight Co,100.0,mid,1971,27.67,22.63,30,122.3
S00850,2025-09-30,LAX-PHX,Crossroads Freight Co,110.0,mid,5345,20.4,22.63,30,90.1
S00840,2025-10-22,LAX-PHX,Crossroads Freight Co,77.5,mid,3339,22.37,22.63,30,98.9
S00806,2025-06-19,LAX-PHX,Cardinal Motor Freight,110.0,mid,4393,26.54,23.33,30,113.8
S00802,2025-12-24,LAX-PHX,Cardinal Motor Freight,110.0,mid,5399,20.89,23.33,30,89.5
S00791,2025-10-19,LAX-PHX,Cardinal Motor Freight,92.5,mid,6954,17.83,23.33,30,76.4
S00794,2025-11-25,LAX-PHX,Cardinal Motor Freight,100.0,mid,3777,25.21,23.33,30,108.1
S00798,2025-09-14,LAX-PHX,Cardinal Motor Freight,100.0,mid,2456,24.2,23.33,30,103.7
S00785,2025-09-14,LAX-PHX,Cardinal Motor Freight,92.5,mid,5196,16.65,23.33,30,71.4
S00782,2025-11-20,LAX-PHX,Cardinal Motor Freight,110.0,mid,2525,22.86,23.33,30,98.0
S00786,2025-06-26,LAX-PHX,Cardinal Motor Freight,85.0,mid,7167,17.19,23.33,30,73.7
S00804,2025-11-13,LAX-PHX,Cardinal Motor Freight,92.5,mid,975,29.21,23.33,30,125.2
S00799,2025-10-23,LAX-PHX,Cardinal Motor Freight,85.0,mid,3959,19.41,23.33,30,83.2
S00789,2025-07-31,LAX-PHX,Cardinal Motor Freight,85.0,mid,3028,20.57,23.33,30,88.2
S00810,2025-09-11,LAX-PHX,Cardinal Motor Freight,85.0,mid,2346,18.9,23.33,30,81.0
S00796,2025-02-21,LAX-PHX,Cardinal Motor Freight,92.5,mid,6460,19.2,23.33,30,82.3
S00644,2025-02-13,ORD-DFW,Piedmont Freight Line,110.0,mid,4677,20.62,17.84,31,115.6
S00645,2025-07-28,ORD-DFW,Piedmont Freight Line,85.0,mid,3587,14.89,17.84,31,83.5
S00641,2025-01-24,ORD-DFW,Piedmont Freight Line,77.5,mid,6715,11.4,17.84,31,63.9
S00640,2025-04-30,ORD-DFW,Piedmont Freight Line,77.5,mid,4531,14.67,17.84,31,82.2
S00657,2025-01-18,ORD-DFW,Piedmont Freight Line,92.5,mid,5075,12.81,17.84,31,71.8
S00662,2025-07-07,ORD-DFW,Piedmont Freight Line,92.5,mid,1178,20.07,17.84,31,112.5
S00648,2025-03-04,ORD-DFW,Piedmont Freight Line,85.0,mid,2231,16.04,17.84,31,89.9
S00661,2025-01-03,ORD-DFW,Piedmont Freight Line,92.5,mid,4728,17.62,17.84,31,98.8
S00656,2025-05-02,ORD-DFW,Piedmont Freight Line,85.0,mid,7539,12.66,17.84,31,71.0
S00651,2025-04-26,ORD-DFW,Piedmont Freight Line,92.5,mid,2864,15.88,17.84,31,89.0
S00663,2025-05-21,ORD-DFW,Piedmont Freight Line,85.0,mid,7292,12.96,17.84,31,72.6
S00636,2025-08-08,ORD-DFW,Piedmont Freight Line,110.0,mid,5849,17.2,17.84,31,96.4
S00654,2025-07-26,ORD-DFW,Piedmont Freight Line,85.0,mid,1791,17.07,17.84,31,95.7
S00062,2025-10-04,CLT-ATL,BlueRidge LTL,50.0,low,4344,19.95,20.03,31,99.6
S00066,2025-08-21,CLT-ATL,BlueRidge LTL,55.0,low,6469,17.41,20.03,31,86.9
S00065,2025-08-15,CLT-ATL,BlueRidge LTL,50.0,low,4482,20.83,20.03,31,104.0
S00063,2025-08-14,CLT-ATL,BlueRidge LTL,60.0,low,2091,20.81,20.03,31,103.9
S00068,2025-01-17,CLT-ATL,BlueRidge LTL,70.0,low,6402,21.35,20.03,31,106.6
S00923,2025-08-16,DFW-IAH,BlueRidge LTL,50.0,low,2516,19.87,20.19,31,98.4
S00907,2025-04-16,DFW-IAH,BlueRidge LTL,50.0,low,2028,20.6,20.19,31,102.0
S00927,2025-05-13,DFW-IAH,BlueRidge LTL,55.0,low,6689,18.24,20.19,31,90.3
S00908,2025-01-19,DFW-IAH,BlueRidge LTL,65.0,low,5879,18.73,20.19,31,92.8
S00919,2025-12-06,DFW-IAH,BlueRidge LTL,55.0,low,5608,20.09,20.19,31,99.5
S00926,2025-01-27,DFW-IAH,BlueRidge LTL,55.0,low,6442,16.23,20.19,31,80.4
S00933,2025-05-17,DFW-IAH,BlueRidge LTL,70.0,low,1472,29.91,20.19,31,148.1
S00914,2025-06-16,DFW-IAH,BlueRidge LTL,60.0,low,1591,25.77,20.19,31,127.6
S00685,2025-12-25,ORD-DFW,Cardinal Motor Freight,110.0,mid,2667,19.24,17.2,32,111.9
S00676,2025-09-10,ORD-DFW,Cardinal Motor Freight,110.0,mid,7691,15.07,17.2,32,87.6
S00700,2025-11-29,ORD-DFW,Cardinal Motor Freight,77.5,mid,4742,16.04,17.2,32,93.3
S00693,2025-03-24,ORD-DFW,Cardinal Motor Freight,77.5,mid,2537,14.25,17.2,32,82.8
S00680,2025-12-19,ORD-DFW,Cardinal Motor Freight,110.0,mid,2197,17.13,17.2,32,99.6
S00697,2025-11-25,ORD-DFW,Cardinal Motor Freight,100.0,mid,4498,18.06,17.2,32,105.0
S00669,2025-03-10,ORD-DFW,Cardinal Motor Freight,92.5,mid,1128,20.28,17.2,32,117.9
S00673,2025-09-24,ORD-DFW,Cardinal Motor Freight,77.5,mid,7624,12.73,17.2,32,74.0
S00688,2025-04-03,ORD-DFW,Cardinal Motor Freight,77.5,mid,5465,12.84,17.2,32,74.7
S00675,2025-07-28,ORD-DFW,Cardinal Motor Freight,85.0,mid,3234,15.16,17.2,32,88.1
S00668,2025-01-19,ORD-DFW,Cardinal Motor Freight,100.0,mid,1556,21.63,17.2,32,125.8
S00690,2025-09-19,ORD-DFW,Cardinal Motor Freight,92.5,mid,6949,13.31,17.2,32,77.4
S00902,2025-01-25,DFW-IAH,Cardinal Motor Freight,60.0,low,3353,17.75,20.09,32,88.4
S00901,2025-03-19,DFW-IAH,Cardinal Motor Freight,50.0,low,7746,14.81,20.09,32,73.7
S00895,2025-06-17,DFW-IAH,Cardinal Motor Freight,60.0,low,3821,20.19,20.09,32,100.5
S00900,2025-03-28,DFW-IAH,Cardinal Motor Freight,50.0,low,1147,25.12,20.09,32,125.0
S00898,2025-10-07,DFW-IAH,Cardinal Motor Freight,65.0,low,4655,23.03,20.09,32,114.6
S00897,2025-10-22,DFW-IAH,Cardinal Motor Freight,55.0,low,2052,19.44,20.09,32,96.8
S00894,2025-07-12,DFW-IAH,Cardinal Motor Freight,60.0,low,5876,17.72,20.09,32,88.2
S00397,2025-08-07,CLT-CMH,Crossroads Freight Co,110.0,mid,4070,23.6,20.61,32,114.5
S00407,2025-07-28,CLT-CMH,Crossroads Freight Co,100.0,mid,1813,26.29,20.61,32,127.6
S00405,2025-05-07,CLT-CMH,Crossroads Freight Co,85.0,mid,3522,21.83,20.61,32,105.9
S00391,2025-01-19,CLT-CMH,Crossroads Freight Co,100.0,mid,3591,27.86,20.61,32,135.2
S00402,2025-11-16,CLT-CMH,Crossroads Freight Co,85.0,mid,7629,17.62,20.61,32,85.5
S00385,2025-09-14,CLT-CMH,Crossroads Freight Co,77.5,mid,686,29.74,20.61,32,144.3
S00399,2025-12-11,CLT-CMH,Crossroads Freight Co,85.0,mid,5746,17.09,20.61,32,82.9
S00386,2025-04-09,CLT-CMH,Crossroads Freight Co,77.5,mid,2119,18.29,20.61,32,88.7
S00106,2025-04-09,CLT-ATL,Crossroads Freight Co,60.0,low,1368,26.35,19.95,33,132.1
S00101,2025-03-02,CLT-ATL,Crossroads Freight Co,55.0,low,3924,20.22,19.95,33,101.4
S00102,2025-08-31,CLT-ATL,Crossroads Freight Co,70.0,low,7331,20.73,19.95,33,103.9
S00945,2025-11-30,DFW-IAH,Palmetto Freight Systems,77.5,mid,4891,19.53,28.0,33,69.8
S00943,2025-09-16,DFW-IAH,Palmetto Freight Systems,100.0,mid,2344,30.87,28.0,33,110.3
S00893,2025-01-29,DFW-IAH,Cardinal Motor Freight,100.0,mid,3715,29.4,28.0,33,105.0
S00891,2025-01-28,DFW-IAH,Cardinal Motor Freight,100.0,mid,7234,26.25,28.0,33,93.8
S00942,2025-11-11,DFW-IAH,Palmetto Freight Systems,60.0,low,1589,22.26,19.87,34,112.0
S00936,2025-06-04,DFW-IAH,Palmetto Freight Systems,55.0,low,5546,16.92,19.87,34,85.2
S00938,2025-08-02,DFW-IAH,Palmetto Freight Systems,50.0,low,2515,20.72,19.87,34,104.3
S00944,2025-06-17,DFW-IAH,Palmetto Freight Systems,70.0,low,6120,16.58,19.87,34,83.4
S00940,2025-03-10,DFW-IAH,Palmetto Freight Systems,65.0,low,2496,26.15,19.87,34,131.6
S00307,2025-10-13,CLT-CMH,Cardinal Motor Freight,85.0,mid,4426,20.61,21.05,34,97.9
S00314,2025-11-19,CLT-CMH,Cardinal Motor Freight,92.5,mid,6853,15.59,21.05,34,74.1
S00310,2025-11-17,CLT-CMH,Cardinal Motor Freight,77.5,mid,1175,22.42,21.05,34,106.5
S00294,2025-01-04,CLT-CMH,Cardinal Motor Freight,100.0,mid,7542,19.61,21.05,34,93.2
S00296,2025-02-14,CLT-CMH,Cardinal Motor Freight,100.0,mid,3462,21.62,21.05,34,102.7
S00298,2025-11-10,CLT-CMH,Cardinal Motor Freight,100.0,mid,2554,23.14,21.05,34,109.9
S00099,2025-03-17,CLT-ATL,Crossroads Freight Co,77.5,mid,6724,18.52,26.83,34,69.0
S00103,2025-04-24,CLT-ATL,Crossroads Freight Co,85.0,mid,7807,26.23,26.83,34,97.8
S00100,2025-05-07,CLT-ATL,Crossroads Freight Co,100.0,mid,186,43.51,26.83,34,162.2
S00060,2025-10-01,CLT-ATL,BlueRidge LTL,85.0,mid,3378,29.36,26.41,35,111.2
S00061,2025-11-12,CLT-ATL,BlueRidge LTL,100.0,mid,7763,27.38,26.41,35,103.7
S00708,2025-08-28,ORD-DFW,BlueRidge LTL,70.0,low,5348,12.45,13.11,36,95.0
S00701,2025-11-25,ORD-DFW,BlueRidge LTL,70.0,low,1163,18.79,13.11,36,143.3
S00709,2025-02-20,ORD-DFW,Palmetto Freight Systems,70.0,low,1246,16.28,13.11,37,124.2
S00712,2025-08-03,ORD-DFW,Palmetto Freight Systems,110.0,mid,4722,23.94,17.07,41,140.2
S00710,2025-11-29,ORD-DFW,Palmetto Freight Systems,100.0,mid,7035,15.67,17.07,41,91.8
S00713,2025-12-30,ORD-DFW,Palmetto Freight Systems,92.5,mid,1130,17.38,17.07,41,101.8
S00828,2025-03-22,LAX-PHX,Palmetto Freight Systems,77.5,mid,2971,16.96,22.64,41,74.9
S00826,2025-07-16,LAX-PHX,Palmetto Freight Systems,85.0,mid,863,27.09,22.64,41,119.7
S00703,2025-08-27,ORD-DFW,BlueRidge LTL,100.0,mid,7468,16.32,17.13,42,95.3
S00704,2025-01-24,ORD-DFW,BlueRidge LTL,77.5,mid,5619,13.42,17.13,42,78.3
S00815,2025-10-10,LAX-PHX,BlueRidge LTL,100.0,mid,1381,30.79,22.63,42,136.1
